Week Of,City,Neighborhood,Product,SKU,Channel,Sales (Units)
2015-11-09,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,43
2015-09-07,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,41
2015-08-31,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,112
2015-08-24,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,172
2015-08-17,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,199
2015-08-10,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,210
2015-08-03,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,212
2015-07-27,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,211
2015-07-20,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,177
2015-07-13,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,170
2015-07-06,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,172
2015-06-29,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,314
2015-06-22,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,170
2015-06-15,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,144
2015-06-08,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,139
2015-06-01,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,128
2016-05-23,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,351
2016-05-16,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,332
2016-05-09,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,325
2016-05-02,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,294
2016-04-25,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,285
2016-04-18,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,279
2016-04-11,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,275
2016-04-04,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,262
2016-03-28,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,262
2016-03-21,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,256
2016-03-14,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,254
2016-03-07,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
2016-02-29,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,247
2016-02-22,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,227
2016-02-15,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2016-02-08,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2016-02-01,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
2016-01-25,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,209
2016-01-18,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2016-01-11,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2016-01-04,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2015-12-28,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,211
2015-12-21,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
2015-12-14,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2015-12-07,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
2015-11-30,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2015-11-23,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
2015-11-16,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
2015-11-09,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2015-11-02,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
2015-10-26,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,228
2015-10-19,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,232
2015-10-12,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,241
2015-10-05,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,245
2015-09-28,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
2015-09-21,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,279
2015-09-14,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,292
2015-09-07,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,311
2015-08-31,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,311
2015-08-24,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,328
2015-08-17,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,352
2015-08-10,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,356
2015-08-03,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,387
2015-07-27,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,423
2015-07-20,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,423
2015-07-13,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,418
2015-07-06,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,421
2015-06-29,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,629
2015-06-22,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,392
2015-06-15,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,373
2015-06-08,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,365
2015-06-01,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,356
2016-05-23,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,256
2016-05-16,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,190
2016-05-09,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,129
2016-05-02,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,93
2016-04-25,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,91
2015-09-07,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,119
2015-08-31,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,280
2015-08-24,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,457
2015-08-17,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,510
2015-08-10,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,547
2015-08-03,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,556
2015-07-27,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,549
2015-07-20,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,460
2015-07-13,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,439
2015-07-06,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,461
2015-06-29,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,822
2015-06-22,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,464
2015-06-15,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,383
2015-06-08,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,372
2015-06-01,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,335
2016-05-23,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,262
2016-05-16,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,246
2016-05-09,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,243
2016-05-02,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,216
2016-04-25,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,218
2016-04-18,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,215
2016-04-11,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,208
2016-04-04,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
2016-03-28,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,203
2016-03-21,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,193
2016-03-14,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,195
2016-03-07,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,194
2016-02-29,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,182
2016-02-22,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,169
2016-02-15,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
2016-02-08,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
2016-02-01,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
2016-01-25,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,166
2016-01-18,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
2016-01-11,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,157
2016-01-04,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,158
2015-12-28,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,157
2015-12-21,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,157
2015-12-14,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,156
2015-12-07,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
2015-11-30,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
2015-11-23,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,162
2015-11-16,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
2015-11-09,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
2015-11-02,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,157
2015-10-26,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
2015-10-19,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,176
2015-10-12,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,185
2015-10-05,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,192
2015-09-28,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,204
2015-09-21,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,211
2015-09-14,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,219
2015-09-07,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,227
2015-08-31,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,240
2015-08-24,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,248
2015-08-17,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,263
2015-08-10,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,271
2015-08-03,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,298
2015-07-27,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,318
2015-07-20,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,318
2015-07-13,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,313
2015-07-06,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,314
2015-06-29,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,471
2015-06-22,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,295
2015-06-15,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,289
2015-06-08,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,277
2015-06-01,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,267
2016-05-23,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,168
2016-05-16,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,122
2016-05-09,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,82
2016-05-02,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,65
2016-04-25,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,62
2015-09-07,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,75
2015-08-31,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,178
2015-08-24,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,288
2015-08-17,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,329
2015-08-10,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,352
2015-08-03,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,354
2015-07-27,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,352
2015-07-20,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,294
2015-07-13,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,276
2015-07-06,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,298
2015-06-29,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,520
2015-06-22,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,297
2015-06-15,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,245
2015-06-08,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,233
2015-06-01,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,217
2016-05-23,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,329
2016-05-16,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,300
2016-05-09,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,305
2016-05-02,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,272
2016-04-25,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,264
2016-04-18,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,258
2016-04-11,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,251
2016-04-04,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,245
2016-03-28,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,246
2016-03-21,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,242
2016-03-14,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,244
2016-03-07,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,243
2016-02-29,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,232
2016-02-22,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,205
2016-02-15,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,197
2016-02-08,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
2016-02-01,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,198
2016-01-25,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,195
2016-01-18,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
2016-01-11,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,195
2016-01-04,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
2015-12-28,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
2015-12-21,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,197
2015-12-14,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,202
2015-12-07,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
2015-11-30,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,198
2015-11-23,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
2015-11-16,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,196
2015-11-09,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
2015-11-02,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,196
2015-10-26,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,205
2015-10-19,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,218
2015-10-12,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,230
2015-10-05,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,238
2015-09-28,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,242
2015-09-21,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,263
2015-09-14,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,273
2015-09-07,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,285
2015-08-31,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,293
2015-08-24,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,305
2015-08-17,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,321
2015-08-10,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,336
2015-08-03,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,364
2015-07-27,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,396
2015-07-20,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,392
2015-07-13,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,386
2015-07-06,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,395
2015-06-29,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,585
2015-06-22,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,366
2015-06-15,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,351
2015-06-08,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,343
2015-06-01,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Retail,332
2016-05-23,Boston,West End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,100
2016-05-16,Boston,West End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,73
2016-05-09,Boston,West End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,58
2016-05-02,Boston,West End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,38
2016-04-25,Boston,West End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,West End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,West End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,West End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,West End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,West End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
